train_accuracy,train_loss,test_accuracy,test_loss
0.6191017627716064,0.93344646692276,0.6752312183380127,0.8552049994468689
0.24246731400489807,1.5698317289352417,0.2281603217124939,1.6276365518569946
0.6151221990585327,0.9252313375473022,0.6752312183380127,0.8695547580718994
0.6191017627716064,1.0783799886703491,0.6752312183380127,0.9265572428703308
0.619954526424408,0.8902614712715149,0.6742035150527954,0.8249756097793579
0.5938032865524292,0.9549626708030701,0.6197327971458435,0.9374364614486694
0.6193860173225403,0.8918565511703491,0.6752312183380127,0.8178172707557678
0.6193860173225403,0.902145266532898,0.6752312183380127,0.812455952167511
0.6193860173225403,0.9007263779640198,0.6752312183380127,0.8110086917877197
0.6193860173225403,0.8926641941070557,0.6752312183380127,0.810271143913269
0.6193860173225403,0.8853047490119934,0.6752312183380127,0.8118544220924377
0.6193860173225403,0.8786237835884094,0.6752312183380127,0.8112547993659973
0.6193860173225403,0.8672449588775635,0.6752312183380127,0.8006673455238342
0.6193860173225403,0.8513382077217102,0.6742035150527954,0.7815420031547546
0.6196702718734741,0.8325322270393372,0.6752312183380127,0.7602829337120056
0.6236497759819031,0.8115193843841553,0.6813977360725403,0.7383283376693726
0.630756139755249,0.7864657640457153,0.6855087280273438,0.7096548080444336
0.6537805795669556,0.7674200534820557,0.7122302055358887,0.6910566091537476
0.6304718852043152,0.7881020307540894,0.7009249925613403,0.7086690664291382
0.6773735284805298,0.7522059679031372,0.7286742329597473,0.6779884696006775
0.6807845234870911,0.717730700969696,0.7338129281997681,0.6365521550178528
0.6785105466842651,0.7189754247665405,0.7358684539794922,0.6352783441543579
0.6952813863754272,0.6934164762496948,0.7327852249145508,0.6111082434654236
0.6952813863754272,0.6869856715202332,0.7307296991348267,0.6058342456817627
0.7251279354095459,0.6575323343276978,0.770811915397644,0.5750905275344849
0.7242751717567444,0.6492146253585815,0.7821171879768372,0.5695228576660156
0.7433200478553772,0.6270583271980286,0.798561155796051,0.5514465570449829
0.7430357933044434,0.6222801208496094,0.7934224009513855,0.5454153418540955
0.743604302406311,0.6015756726264954,0.806783139705658,0.5282691121101379
0.7561114430427551,0.5802930593490601,0.8088386654853821,0.5163069367408752
0.7617964744567871,0.5713352560997009,0.8006166219711304,0.5135709643363953
0.7740193009376526,0.5479679703712463,0.806783139705658,0.5011627674102783
0.7851051688194275,0.5376783013343811,0.80781090259552,0.4981933534145355
0.7870949506759644,0.5225602984428406,0.8047276735305786,0.5022537708282471
0.8013075590133667,0.49980977177619934,0.8057553768157959,0.49358415603637695
0.8092666268348694,0.4821230471134186,0.806783139705658,0.48889341950416565
0.8140988945960999,0.4675137400627136,0.797533392906189,0.4964503347873688
0.8214894533157349,0.4518638253211975,0.798561155796051,0.4950573444366455
0.8320068120956421,0.42749786376953125,0.8119218945503235,0.49541205167770386
0.8453666567802429,0.4011388123035431,0.8036999106407166,0.49225178360939026
0.857873797416687,0.37966784834861755,0.806783139705658,0.502470076084137
0.857873797416687,0.36873719096183777,0.7954779267311096,0.529187023639679
0.8115406632423401,0.45801374316215515,0.7769784331321716,0.5806189775466919
0.8101193904876709,0.4633655250072479,0.7749229073524475,0.6933099031448364
0.7154633402824402,0.6411538124084473,0.6803699731826782,0.7988497018814087
0.856168270111084,0.37741443514823914,0.798561155796051,0.518964946269989
0.8101193904876709,0.45837295055389404,0.789311408996582,0.575553297996521
0.8018760681152344,0.4704011082649231,0.7954779267311096,0.5777102112770081
0.8126776814460754,0.43717604875564575,0.8026721477508545,0.5514768362045288
0.8277430534362793,0.40519389510154724,0.8036999106407166,0.5375835299491882
0.8499147295951843,0.3815248906612396,0.8180884122848511,0.5362617373466492
0.8601478338241577,0.3745511472225189,0.8119218945503235,0.5512286424636841
0.8615690469741821,0.3677273690700531,0.7995889186859131,0.5600100159645081
0.8649801015853882,0.3556341826915741,0.797533392906189,0.5617381930351257
0.8749289512634277,0.33680862188339233,0.797533392906189,0.5637165904045105
0.8817510008811951,0.3154289126396179,0.7995889186859131,0.5710333585739136
0.8848778009414673,0.30024784803390503,0.7965056300163269,0.5841630697250366
0.8916998505592346,0.2850964367389679,0.7965056300163269,0.589314341545105
0.8968163728713989,0.26963162422180176,0.7944501638412476,0.5958313345909119
0.905912458896637,0.2531970739364624,0.789311408996582,0.6095277070999146
0.90761798620224,0.24113889038562775,0.7862281799316406,0.6246363520622253
0.9104604721069336,0.2283705770969391,0.7810894250869751,0.6272146701812744
0.9158613085746765,0.21221163868904114,0.7852004170417786,0.6250838041305542
0.9238203763961792,0.19661849737167358,0.789311408996582,0.6310225129127502
0.9277998805046082,0.1876651644706726,0.8016443848609924,0.6405523419380188
0.9312109351158142,0.1772158145904541,0.797533392906189,0.6448988914489746
0.9343376755714417,0.16502881050109863,0.7965056300163269,0.6707319617271423
0.9357589483261108,0.1543525904417038,0.7913669347763062,0.6791485548019409
0.9388857483863831,0.14481791853904724,0.7923946380615234,0.693650484085083
0.9422967433929443,0.1374494731426239,0.7965056300163269,0.7139607667922974
0.9448550343513489,0.12839491665363312,0.797533392906189,0.7058911919593811
0.9474133253097534,0.12032535672187805,0.7954779267311096,0.7284885048866272
0.948550283908844,0.11193914711475372,0.7934224009513855,0.7369137406349182
0.9516770839691162,0.10561437904834747,0.7944501638412476,0.7555330395698547
0.9539511203765869,0.10085204243659973,0.7934224009513855,0.7808590531349182
0.9548038840293884,0.09691070020198822,0.78828364610672,0.7887889742851257
0.9567936062812805,0.09221149981021881,0.7903391718864441,0.8092123866081238
0.957646369934082,0.08619021624326706,0.7944501638412476,0.8134854435920715
0.9590676426887512,0.08128862828016281,0.7903391718864441,0.8264080286026001
0.9584991335868835,0.07893630117177963,0.7913669347763062,0.844877302646637
0.9593518972396851,0.07724612951278687,0.7903391718864441,0.8552054166793823
0.9602046608924866,0.07374405860900879,0.7913669347763062,0.8683904409408569
0.9607731699943542,0.07010557502508163,0.7913669347763062,0.8743186593055725
0.9607731699943542,0.06860101222991943,0.7913669347763062,0.8860980868339539
0.9607731699943542,0.06800677627325058,0.789311408996582,0.9040268659591675
0.9607731699943542,0.06633856892585754,0.7934224009513855,0.9181510210037231
0.9604889154434204,0.06441336870193481,0.7913669347763062,0.9362311363220215
0.9604889154434204,0.06399288028478622,0.78828364610672,0.9527179002761841
0.9607731699943542,0.06354853510856628,0.797533392906189,0.962347149848938
0.9607731699943542,0.06301596760749817,0.7934224009513855,0.9802461862564087
0.9610574245452881,0.061977844685316086,0.7954779267311096,0.9864234328269958
0.9610574245452881,0.06090254709124565,0.7934224009513855,1.0007808208465576
0.9610574245452881,0.06083188205957413,0.7934224009513855,1.0187835693359375
0.9607731699943542,0.06082204356789589,0.7913669347763062,1.0271711349487305
0.9610574245452881,0.060592081397771835,0.7954779267311096,1.0456323623657227
0.9613416790962219,0.05956348031759262,0.7923946380615234,1.0455365180969238
0.9613416790962219,0.0593266524374485,0.7923946380615234,1.0505259037017822
0.9613416790962219,0.05921262130141258,0.7965056300163269,1.0615854263305664
0.9613416790962219,0.05899965018033981,0.7913669347763062,1.0653916597366333
0.9613416790962219,0.05852993577718735,0.7934224009513855,1.073840618133545
