train_accuracy,train_loss,test_accuracy,test_loss
0.6193860173225403,1.2432533502578735,0.6752312183380127,1.075400710105896
0.14127345383167267,2.5465056896209717,0.09660843014717102,2.6637957096099854
0.49602046608924866,1.0624293088912964,0.5632065534591675,1.009252667427063
0.6193860173225403,1.2694326639175415,0.6752312183380127,1.0972164869308472
0.6191017627716064,0.9277815818786621,0.6752312183380127,0.8390190005302429
0.31637293100357056,1.0431840419769287,0.270298033952713,1.0382816791534424
0.6134167313575745,0.9499291181564331,0.6618704795837402,0.9023461937904358
0.6191017627716064,0.9260897636413574,0.6752312183380127,0.8195699453353882
0.6193860173225403,0.9439102411270142,0.6752312183380127,0.8301723003387451
0.6193860173225403,0.9015138745307922,0.6752312183380127,0.8153253793716431
0.6191017627716064,0.8968176245689392,0.6752312183380127,0.8392977714538574
0.6176804900169373,0.9023897051811218,0.6762589812278748,0.8563981652259827
0.6188175082206726,0.889999508857727,0.6752312183380127,0.8405187726020813
0.6188175082206726,0.8760630488395691,0.6752312183380127,0.8168236613273621
0.6191017627716064,0.8719387054443359,0.6752312183380127,0.8016151785850525
0.6191017627716064,0.8642954230308533,0.6752312183380127,0.7913201451301575
0.6188175082206726,0.8417935967445374,0.6752312183380127,0.7782465815544128
0.6245025396347046,0.8317232728004456,0.6762589812278748,0.7796918153762817
0.6327458620071411,0.8128132820129395,0.6762589812278748,0.7592486143112183
0.6344513893127441,0.7923277020454407,0.6824254989624023,0.7252472639083862
0.6523593068122864,0.7672051787376404,0.7009249925613403,0.7021687030792236
0.6324616074562073,0.7919619083404541,0.6783145070075989,0.7449424266815186
0.6773735284805298,0.7738378047943115,0.7225077152252197,0.7041270732879639
0.6623081564903259,0.749272346496582,0.7132579684257507,0.7003362774848938
0.6793632507324219,0.7280218005180359,0.7338129281997681,0.6778004765510559
0.6750994920730591,0.7304387092590332,0.7163411974906921,0.6679479479789734
0.6824900507926941,0.7052556276321411,0.7358684539794922,0.6487016081809998
0.6921546459197998,0.6995895504951477,0.7420349717140198,0.6477397084236145
0.7080727815628052,0.6700913310050964,0.752312421798706,0.6106682419776917
0.7063672542572021,0.6763380169868469,0.752312421798706,0.6071276664733887
0.7069357633590698,0.665477454662323,0.7482014298439026,0.6067993640899658
0.7282546758651733,0.6317435503005981,0.769784152507782,0.5750421285629272
0.7248436808586121,0.6320983171463013,0.7667009234428406,0.5804431438446045
0.7470153570175171,0.6125244498252869,0.779033899307251,0.5658451318740845
0.7518476247787476,0.596379816532135,0.779033899307251,0.5499571561813354
0.7472996115684509,0.5922155976295471,0.7728674411773682,0.5497668981552124
0.762080729007721,0.5666053295135498,0.789311408996582,0.528103768825531
0.7762933373451233,0.5509659051895142,0.7913669347763062,0.5301347374916077
0.7745878100395203,0.5463062524795532,0.7769784331321716,0.55055171251297
0.7831153869628906,0.5310725569725037,0.7944501638412476,0.5201180577278137
0.7924957275390625,0.5090724229812622,0.798561155796051,0.5257759094238281
0.8027288317680359,0.4905092120170593,0.7944501638412476,0.5130583643913269
0.8118249177932739,0.47784000635147095,0.8006166219711304,0.5104893445968628
0.8140988945960999,0.4617387652397156,0.7995889186859131,0.5280278325080872
0.813814640045166,0.46029818058013916,0.8036999106407166,0.513405978679657
0.7996020317077637,0.4804081618785858,0.7831448912620544,0.575528085231781
0.8047186136245728,0.49181997776031494,0.7852004170417786,0.5471286177635193
0.8345651030540466,0.42907455563545227,0.8006166219711304,0.5008119344711304
0.8118249177932739,0.45103126764297485,0.7923946380615234,0.5532046556472778
0.847072184085846,0.39583060145378113,0.78828364610672,0.5178355574607849
0.8379760980606079,0.40593862533569336,0.7995889186859131,0.5279112458229065
0.847072184085846,0.38736462593078613,0.7831448912620544,0.5634660124778748
0.8627060651779175,0.3593651056289673,0.7831448912620544,0.5466969013214111
0.8703808784484863,0.34698981046676636,0.8026721477508545,0.5284591913223267
0.8797612190246582,0.3247906565666199,0.798561155796051,0.53995680809021
0.8811824917793274,0.31781795620918274,0.7903391718864441,0.5779681205749512
0.8934053182601929,0.2914372980594635,0.7995889186859131,0.5559232234954834
0.8962478637695312,0.2759454548358917,0.7995889186859131,0.5779805779457092
0.8939738273620605,0.27846622467041016,0.7749229073524475,0.6440390348434448
0.9027856588363647,0.25778108835220337,0.7944501638412476,0.5883630514144897
0.913303017616272,0.2317204773426056,0.7831448912620544,0.6029512286186218
0.9164298176765442,0.22496336698532104,0.780061662197113,0.6346079111099243
0.9215463399887085,0.2093408703804016,0.7841726541519165,0.5998683571815491
0.9300739169120789,0.18963368237018585,0.78828364610672,0.6246461272239685
0.9272313714027405,0.1953546106815338,0.7728674411773682,0.7088639736175537
0.918988049030304,0.21689894795417786,0.760534405708313,0.6748921275138855
0.9275156259536743,0.19014872610569,0.7913669347763062,0.6825011968612671
0.929789662361145,0.18479453027248383,0.7667009234428406,0.7443615198135376
0.9380329847335815,0.16313624382019043,0.7749229073524475,0.663679838180542
0.929789662361145,0.18633641302585602,0.7667009234428406,0.7001782655715942
0.9300739169120789,0.18083864450454712,0.7574511766433716,0.7939936518669128
0.9386014938354492,0.15786215662956238,0.779033899307251,0.7537969350814819
0.9420124888420105,0.15556955337524414,0.7954779267311096,0.6478480100631714
0.9474133253097534,0.13907559216022491,0.7749229073524475,0.6614032983779907
